timestamp,ram_mb,cpu_percent
1771992503.6041646,846.828125,0.0
1771992505.6049476,1123.859375,99.5
1771992507.6057606,1192.671875,100.0
1771992509.6063392,1252.79296875,99.5
1771992511.6068811,1220.01171875,99.5
1771992513.6076486,1270.25390625,100.5
1771992515.608197,1088.9375,100.0
1771992517.6087162,1261.63671875,100.0
1771992519.6093419,1300.06640625,100.0
1771992521.6098728,1116.21875,99.5
1771992523.6105301,1314.55859375,100.0
1771992525.6110551,1362.55078125,100.0
1771992527.6116133,1193.046875,99.5
1771992529.6120198,1153.05078125,99.5
1771992531.612716,1407.02734375,100.0
1771992533.6131606,1269.0234375,100.0
1771992535.6136663,1376.55859375,99.5
1771992537.6142366,1433.76171875,100.5
1771992539.6146753,1267.51953125,100.0
1771992541.6151447,1213.99609375,100.5
1771992543.615682,1322.12109375,99.5
1771992545.6161263,1321.96484375,100.0
1771992547.6165655,1214.52734375,100.0
1771992549.6171727,1427.15234375,100.0
1771992551.6175957,1321.96484375,100.0
1771992553.618168,1214.52734375,100.0
1771992555.6185818,1322.53125,100.0
1771992557.6190312,1267.05859375,100.5
1771992559.6196747,1932.71875,99.5
1771992561.620113,2128.6640625,100.0
1771992563.6205802,2755.9140625,100.0
1771992565.6211307,2996.1015625,100.5
1771992567.6215672,3044.296875,99.5
1771992569.6221879,3878.1328125,100.5
1771992571.6227372,4012.7578125,99.5
1771992573.623148,4592.21484375,100.0
1771992575.6235678,4869.52734375,100.0
1771992577.6240969,4910.47265625,100.5
1771992579.6245124,5561.84765625,100.0
1771992581.6249335,5737.171875,99.5
1771992583.625335,6406.4296875,100.0
1771992585.6257749,6579.859375,100.0
1771992587.6261764,6550.8984375,100.0
1771992589.6265867,7015.984375,99.5
1771992591.6269944,7436.54296875,100.5
1771992593.62759,8096.35546875,99.5
1771992595.6280198,8279.765625,100.0
1771992597.6284137,8329.828125,100.0
1771992599.628832,8589.15234375,100.0
1771992601.6292348,9672.953125,100.5
1771992603.6296217,9590.453125,99.5
1771992605.6301427,10105.2578125,100.0
1771992607.6305666,10345.4453125,100.0
1771992609.631125,10345.83984375,100.0
1771992611.631556,11177.6875,100.0
1771992613.6319866,11307.25,100.0
1771992615.6324573,11772.7578125,100.0
1771992617.6330504,12170.4453125,100.0
1771992619.63357,12069.26171875,100.0
1771992621.6341898,11884.31640625,100.0
1771992623.634699,12055.92578125,100.0
1771992625.6351852,10455.0625,100.5
1771992627.6356094,10204.34375,100.0
1771992629.636058,10060.26171875,99.5
1771992631.636485,10178.1953125,100.0
1771992633.6369383,8642.390625,100.5
1771992635.6373627,8329.2109375,99.5
1771992637.6379313,8235.89453125,100.0
1771992639.6383572,8267.765625,100.0
1771992641.6388803,7008.38671875,100.0
1771992643.6393034,6423.96484375,100.0
1771992645.6398876,6412.15234375,100.0
1771992647.640328,6291.5859375,100.5
1771992649.6407545,5421.57421875,99.5
1771992651.641174,4732.109375,100.5
1771992653.6415887,4571.5703125,100.0
1771992655.6420395,4379.78125,99.5
1771992657.6424499,3579.83984375,99.5
1771992659.6428874,2908.0546875,100.0
1771992661.6433115,2758.9765625,100.0
1771992663.6437426,2516.16015625,100.0
1771992665.6441522,1200.640625,100.5
1771992667.6446862,1339.72265625,99.5
1771992669.6451428,2379.53125,99.5
1771992671.6458488,2283.44921875,99.5
1771992673.6464696,2779.78125,99.5
1771992675.6469038,3019.96875,100.0
1771992677.6473446,3124.0546875,100.5
1771992679.6477778,4251.27734375,99.5
1771992681.648406,4155.94140625,100.0
1771992683.6488464,4651.90625,100.0
1771992685.6492617,4891.53125,100.0
1771992687.6496804,4939.546875,99.5
1771992689.6501203,5875.45703125,100.0
1771992691.6506982,5896.45703125,100.0
1771992693.651232,6475.79296875,100.0
1771992695.651643,6715.98046875,99.5
1771992697.652062,6687.97265625,100.0
1771992699.6525743,7465.55078125,100.0
1771992701.652993,7606.9375,100.5
1771992703.6534185,8252.0078125,99.5
1771992705.6539812,8526.125,100.0
1771992707.6544197,8396.12890625,100.5
1771992709.6549582,8965.03125,100.0
1771992711.655524,9325.8671875,100.0
1771992713.655997,10073.9921875,100.0
1771992715.656518,10124.10546875,100.0
1771992717.6570895,10236.98828125,100.0
1771992719.6575165,10559.875,100.0
1771992721.6581836,11548.16015625,100.5
1771992723.658776,11557.0390625,99.5
1771992725.6592083,11948.0390625,100.0
1771992727.6596365,12188.2265625,100.5
1771992729.660101,12092.0390625,99.5
1771992731.6607013,11660.02734375,100.0
1771992733.6613538,11539.8359375,100.0
1771992735.661879,10364.00390625,100.5
1771992737.662311,10268.0078125,100.0
1771992739.6628182,9817.99609375,99.5
1771992741.663311,9630.0,100.0
1771992743.663744,8539.890625,99.5
1771992745.664159,8443.87109375,100.0
1771992747.6646495,8033.32421875,100.0
1771992749.6651099,7700.87890625,100.0
1771992751.6655266,6701.7109375,100.0
1771992753.6659899,6619.75390625,100.0
1771992755.6664803,6427.89453125,100.5
1771992757.6669335,6305.68359375,99.5
1771992759.6673617,4939.96875,100.0
1771992761.667794,4795.3828125,99.5
1771992763.6683028,4603.5625,100.5
1771992765.6687453,4586.5390625,100.0
1771992767.6691856,3021.12109375,100.0
1771992769.6696212,2971.7890625,100.0
1771992771.670062,2779.9765625,100.0
1771992773.6705027,2121.83203125,99.5
1771992775.6709516,1237.296875,100.5
1771992777.6714723,1918.95703125,99.5
1771992779.6718998,2099.078125,100.5
1771992781.6724684,2577.07421875,100.0
1771992783.6729324,3027.265625,100.0
1771992785.6734426,3060.6640625,99.5
1771992787.6739523,3779.34375,100.5
1771992789.6743798,3993.65625,100.0
1771992791.674893,4427.77734375,100.0
1771992793.6753392,4899.34375,100.0
1771992795.675747,4796.2265625,100.0
1771992797.6761816,5484.94140625,100.0
1771992799.6767724,5733.3359375,100.0
1771992801.6772087,6465.7109375,100.0
1771992803.6777666,6509.0859375,99.5
1771992805.6782012,6579.17578125,100.5
1771992807.678722,6965.5859375,100.0
1771992809.6791542,7449.66796875,100.0
1771992811.6795979,8075.73046875,100.0
1771992813.6800606,8307.0859375,100.0
1771992815.6806479,8547.2734375,100.0
1771992817.6810417,8605.26953125,100.0
1771992819.6816509,9684.5,100.0
1771992821.6820838,9611.31640625,99.5
1771992823.6826246,10131.3203125,99.5
1771992825.6832545,10370.9453125,100.0
1771992827.6837494,10371.1640625,100.5
1771992829.684303,11202.15234375,100.0
1771992831.6849148,11332.2578125,100.0
1771992833.6854527,11814.9453125,100.0
1771992835.6859381,12195.1953125,100.0
1771992837.6864204,12099.375,100.0
1771992839.6870723,11907.3671875,99.5
1771992841.687695,11625.9453125,100.5
1771992843.6881452,10372.4921875,100.0
1771992845.6887412,10259.0078125,100.0
1771992847.68923,10083.4453125,100.0
1771992849.6896687,10261.00390625,100.0
1771992851.6902275,8647.10546875,100.0
1771992853.6906345,8401.44921875,100.0
1771992855.6910803,8259.26171875,100.0
1771992857.6915877,8390.1328125,100.0
1771992859.692033,6847.64453125,100.0
1771992861.692451,6543.296875,99.5
1771992863.6929495,6434.9609375,100.5
1771992865.693374,6489.33203125,100.0
1771992867.693828,5012.44921875,100.0
1771992869.6942644,4671.02734375,100.0
1771992871.6947541,4611.2109375,100.0
1771992873.69523,4595.83203125,100.0
1771992875.6956577,3177.7421875,100.0
1771992877.6960938,2877.17578125,100.0
1771992879.696587,2787.2890625,100.0
1771992881.697032,2824.484375,100.0
1771992883.6974394,1240.31640625,99.5
1771992885.6979902,1478.0859375,99.5
1771992887.6984038,1953.1796875,100.0
1771992889.698872,2736.1796875,100.0
1771992891.6994903,2792.67578125,100.0
1771992893.699943,2973.9453125,100.0
1771992895.7003665,3365.67578125,99.5
1771992897.7007742,3844.30078125,99.5
1771992899.7012234,4608.73828125,99.5
1771992901.70165,4664.69140625,100.0
1771992903.7021072,4780.94921875,100.5
1771992905.7025814,5115.64453125,100.0
1771992907.7030785,6088.55078125,99.5
1771992909.703535,6064.92578125,100.0
1771992911.7040663,6488.41796875,100.0
1771992913.7044978,6728.60546875,100.5
1771992915.7050033,6776.75390625,99.5
1771992917.7054265,7732.19921875,100.0
1771992919.705856,7744.01171875,100.0
1771992921.706299,8312.5625,100.0
1771992923.7069345,8552.75,100.0
1771992925.7073388,8552.9140625,100.5
1771992927.7079034,9256.99609375,99.5
1771992929.7083185,9463.99609375,100.5
1771992931.7087498,10088.55859375,99.5
1771992933.709181,10376.828125,100.5
1771992935.709578,10246.890625,99.5
1771992937.710061,10881.27734375,100.5
1771992939.7104766,11187.7578125,99.0
1771992941.7109377,11929.1328125,100.5
1771992943.711456,11960.62109375,100.0
1771992945.7118692,12138.84765625,99.5
1771992947.7122874,11907.83984375,100.0
1771992949.712719,11714.90234375,100.5
1771992951.7132618,10917.42578125,100.0
1771992953.7139013,10232.66796875,100.0
1771992955.7143795,10066.34765625,100.0
1771992957.714842,9883.90625,100.0
1771992959.7153397,9084.5234375,100.0
1771992961.7157798,8408.99609375,100.0
1771992963.716213,8487.4921875,100.0
1771992965.7166622,8047.62890625,99.5
1771992967.7171192,7243.9921875,100.5
1771992969.717539,6559.4375,100.0
1771992971.7179894,6692.9296875,99.5
1771992973.7184174,6204.48828125,100.5
1771992975.7188709,5391.8515625,100.0
1771992977.7193055,4856.89453125,99.5
1771992979.719745,4808.87890625,100.0
1771992981.7201927,4376.67578125,100.5
1771992983.7206175,3818.96875,99.5
1771992985.721081,3005.0859375,100.0
1771992987.7215137,3011.0703125,100.0
1771992989.7219613,2505.8125,100.5
1771992991.7223933,1730.86328125,99.5
1771992993.7229285,1358.625,100.5
1771992995.7233653,2278.05078125,99.5
1771992997.7238998,2265.1953125,100.0
1771992999.724389,2798.5078125,100.0
1771993001.7248209,3038.6953125,100.0
1771993003.7253342,3134.82421875,100.0
1771993005.7257621,4217.69140625,100.0
1771993007.7261827,4161.33203125,100.5
1771993009.726687,4670.875,100.0
1771993011.7271273,4911.0625,99.5
1771993013.7275674,4958.70703125,100.0
1771993015.7281704,5820.12890625,100.5
1771993017.7285879,5892.42578125,99.5
1771993019.7290347,6440.80078125,100.5
1771993021.7294884,6734.98828125,99.5
1771993023.7299328,6762.05859375,100.0
1771993025.7304325,7429.0859375,100.5
1771993027.7308688,7608.29296875,99.5
1771993029.7313004,8270.80078125,100.0
1771993031.7317343,8480.984375,100.5
1771993033.7321749,8414.9921875,99.5
1771993035.732638,8940.390625,100.5
1771993037.733058,9330.53515625,99.5
1771993039.7334812,10082.03515625,100.5
1771993041.733932,10142.7734375,99.5
1771993043.7343245,10231.734375,100.0
1771993045.7347646,10526.8359375,100.0
1771993047.7352378,11566.7734375,100.0
1771993049.735688,11522.8984375,100.0
1771993051.736139,11967.25390625,100.5
1771993053.736574,12207.44140625,99.5
1771993055.7371998,12111.25390625,100.0
1771993057.7377372,11668.375,100.5
1771993059.738289,11507.5390625,99.5
1771993061.7387855,10383.25,100.0
1771993063.73923,10287.23046875,100.0
1771993065.739721,9826.33984375,100.5
1771993067.7402296,9631.40234375,99.5
1771993069.7406666,8559.0,100.0
1771993071.7411015,8462.98046875,100.5
1771993073.7415955,8043.07421875,100.0
1771993075.7420526,7705.56640625,99.5
1771993077.742478,6711.9296875,100.0
1771993079.742944,6638.97265625,100.0
1771993081.743426,6446.9375,100.0
1771993083.7438858,6521.3671875,100.0
1771993085.7443085,4958.91015625,100.0
1771993087.7447398,4814.88671875,100.0
1771993089.7452369,4622.8828125,100.0
1771993091.7456706,4540.375,100.0
1771993093.7460718,3134.87109375,99.5
1771993095.746481,2990.09375,99.5
1771993097.7469072,2798.75,100.0
1771993099.7473285,2311.39453125,99.5
1771993101.7477224,1244.828125,100.5
1771993103.7481437,1908.97265625,100.0
1771993105.748613,2106.55078125,100.0
1771993107.749051,2720.61328125,100.0
1771993109.7496219,3042.61328125,99.5
1771993111.7500768,3040.375,100.5
1771993113.7505383,3794.671875,99.5
1771993115.7509832,4002.17578125,100.0
1771993117.7514167,4596.80078125,100.0
1771993119.751946,4914.8359375,100.0
1771993121.7523584,4806.65625,100.5
1771993123.7528968,5481.87109375,99.5
1771993125.7533033,5742.640625,100.5
1771993127.7537491,6477.265625,100.0
1771993129.7541633,6509.390625,99.5
1771993131.7545607,6571.3125,100.0
1771993133.7550812,6927.05078125,100.0
1771993135.7554963,7453.3203125,100.0
1771993137.756116,8040.5703125,100.0
1771993139.7565408,8322.75,100.0
1771993141.757144,8562.9375,100.5
1771993143.757573,8610.76171875,99.5
1771993145.758026,9670.37109375,100.0
1771993147.7585146,9615.24609375,100.0
1771993149.7589552,10146.96875,100.5
1771993151.7595127,10387.15625,100.0
1771993153.7600338,10387.01171875,100.0
1771993155.7604818,11186.859375,100.0
1771993157.761006,11336.484375,99.5
1771993159.7614217,11822.46875,100.5
1771993161.7620096,12211.08984375,100.0
1771993163.762514,12095.359375,100.0
1771993165.7631729,11923.04296875,100.0
1771993167.7636967,12101.546875,100.0
1771993169.764138,10493.59375,100.5
1771993171.7645552,10247.375,99.5
1771993173.76514,10098.68359375,100.0
1771993175.7655604,10233.6171875,100.5
1771993177.7660503,8706.515625,99.5
1771993179.766459,8383.796875,100.0
1771993181.7668974,8274.48046875,100.0
1771993183.7673154,8334.1875,100.5
1771993185.7677484,6881.484375,100.0
1771993187.768146,6491.359375,100.0
1771993189.7685704,6450.86328125,99.5
1771993191.768987,6377.3828125,100.5
1771993193.7694051,5470.66796875,99.5
1771993195.7698448,4676.828125,100.0
1771993197.7702596,4626.3828125,100.5
1771993199.7706943,4432.12890625,99.5
1771993201.7711368,3640.9375,100.0
1771993203.7715552,2818.53125,100.0
1771993205.7719872,2802.73828125,100.0
1771993207.772393,2655.54296875,100.0
1771993209.7728543,1157.44140625,100.0
1771993211.7732599,1642.5703125,100.0
1771993213.7737288,2135.33203125,100.0
1771993215.7742436,2587.5390625,99.5
1771993217.7746468,2989.5546875,100.5
1771993219.7750757,3542.94921875,99.5
1771993221.7754436,3841.36328125,100.0
1771993223.77586,4319.015625,100.0
1771993225.7762682,3985.078125,100.5
1771993227.7766707,3672.9375,99.5
1771993229.7770875,3287.23046875,100.5
1771993231.7775142,2903.52734375,100.0
1771993233.7779207,2563.51171875,100.0
1771993235.7784774,1383.93359375,100.0
1771993237.778898,1463.42578125,100.0
1771993239.7793238,1319.6171875,99.5
1771993241.7798097,1511.25,100.0
1771993243.780212,1559.62109375,100.0
1771993245.7806125,1367.4453125,100.0
1771993247.7810473,1511.4453125,100.5
1771993249.781472,1559.44921875,99.5
1771993251.7819023,1424.06640625,100.5
1771993253.782476,1511.0625,100.0
1771993255.782901,1559.06640625,100.0
1771993257.783303,1440.4609375,100.0
1771993259.7837057,1510.953125,100.0
1771993261.7841284,1319.44140625,99.5
1771993263.7845285,1511.07421875,100.5
1771993265.785104,1559.2578125,100.0
