timestamp,ram_mb,cpu_percent
1771870294.8193812,1027.24609375,0.0
1771870296.820016,1406.14453125,384.9
1771870298.8205252,1553.43359375,390.4
1771870300.8217328,1641.01171875,412.3
1771870302.8224776,1470.828125,438.9
1771870304.8230922,1795.1640625,397.3
1771870306.82352,1464.265625,432.9
1771870308.8239453,1758.08203125,420.9
1771870310.8244255,1762.01953125,456.4
1771870312.8258355,1816.80078125,431.2
1771870314.8274944,1817.36328125,459.2
1771870316.8281415,1817.92578125,449.2
1771870318.8287199,2005.66015625,376.9
1771870320.829211,1797.7421875,451.9
1771870322.8296614,1799.9921875,592.4
1771870324.830122,1799.9921875,282.9
1771870326.8305712,1801.23046875,440.4
1771870328.8310356,1801.23046875,456.4
1771870330.8316002,1801.23046875,452.4
1771870332.8320806,1818.10546875,430.9
1771870334.8344998,1818.10546875,466.7
1771870336.835717,1842.29296875,385.6
1771870338.8367238,2161.2421875,383.8
1771870340.8377328,1800.16015625,478.2
1771870342.8382096,1800.16015625,457.9
1771870344.8390918,1800.16015625,462.8
1771870346.839963,1800.16015625,438.8
1771870348.841203,1820.41015625,524.3
1771870350.8416538,1842.91015625,353.3
1771870352.8421898,1800.9140625,448.4
1771870354.8427022,1800.9140625,424.9
1771870356.8431838,1800.9140625,469.9
1771870358.843652,1800.9140625,456.4
1771870360.844312,2200.94921875,364.4
1771870362.8447897,1800.40234375,472.9
1771870364.8452175,1800.40234375,431.4
1771870366.845669,1821.77734375,465.9
1771870368.8461368,1824.62109375,424.9
1771870370.8466122,1848.24609375,460.4
1771870372.8472884,1848.24609375,421.4
1771870374.8489466,1848.24609375,469.7
1771870376.868168,1848.24609375,584.7
