timestamp,ram_mb,cpu_percent
1771999903.5848284,1023.16015625,0.0
1771999905.585212,1098.98046875,99.5
1771999907.585577,1281.8125,99.5
1771999909.585947,1348.1796875,100.0
1771999911.586304,1629.71875,100.5
1771999913.586661,1260.015625,99.5
1771999915.5872695,1392.328125,100.0
1771999917.587638,1331.58203125,100.0
1771999919.5880213,1466.51171875,100.5
1771999921.588375,1468.76171875,100.0
1771999923.5887854,1470.44921875,99.5
1771999925.5891936,1472.69921875,99.5
1771999927.58959,1496.88671875,100.5
1771999929.5974333,1497.44921875,100.0
1771999931.5977762,1499.69921875,99.6
1771999933.5981555,1501.94921875,100.0
1771999935.5986958,1503.07421875,100.0
1771999937.5991051,1723.01171875,100.5
1771999939.5994964,1480.92578125,99.5
1771999941.599873,1482.05078125,100.0
1771999943.6002715,1506.23828125,100.0
1771999945.6007588,1507.36328125,99.5
1771999947.6011434,1507.92578125,100.0
1771999949.6015081,1507.92578125,100.0
