timestamp,ram_mb,cpu_percent
1771876305.6980464,897.859375,0.0
1771876307.6986494,998.03515625,100.0
1771876309.6992555,998.62109375,100.0
1771876311.699782,1151.23046875,100.0
1771876313.7011397,957.4921875,99.9
1771876315.7015338,1159.12109375,100.0
1771876317.702115,1072.85546875,100.0
1771876319.702499,1056.5390625,100.0
1771876321.7029045,1124.625,100.0
1771876323.7033207,1166.0546875,100.0
1771876325.7037785,1155.48046875,100.0
1771876327.7059858,1146.296875,99.9
1771876329.7063804,1160.921875,99.9
1771876331.706754,1147.3359375,100.0
1771876333.7071443,1149.5859375,73.0
1771876335.7075827,1149.5859375,100.0
1771876337.7079844,1149.5859375,100.0
1771876339.7083852,1149.5859375,100.0
1771876341.7087722,1191.2109375,100.0
1771876343.7091932,1205.6953125,100.0
1771876345.709589,1150.19921875,100.0
1771876347.7100055,1165.38671875,100.0
1771876349.710588,1165.38671875,100.0
1771876351.711002,1150.57421875,100.0
1771876353.7113829,1150.57421875,100.0
1771876355.7117562,1165.27734375,100.0
1771876357.712074,1165.27734375,95.0
1771876359.7124493,1165.27734375,77.5
1771876361.7128732,1165.27734375,100.0
1771876363.713303,1166.40234375,100.0
1771876365.714154,1150.15234375,100.0
1771876367.7145813,1156.58984375,100.0
1771876369.714988,1156.58984375,99.5
1771876371.715416,1192.02734375,100.0
1771876373.7158635,1150.36328125,100.5
1771876375.7162385,1150.36328125,100.0
1771876377.7165985,1150.36328125,100.0
1771876379.7170055,1150.36328125,100.0
1771876381.7173884,1150.36328125,100.0
1771876383.7176843,1150.36328125,83.5
