timestamp,ram_mb,cpu_percent
1771869825.6655266,898.0390625,0.0
1771869827.6659708,962.1953125,489.3
1771869829.6665516,1074.9609375,528.9
1771869831.6669276,1075.6328125,528.4
1771869833.6675732,1075.71875,513.4
1771869835.6679265,1077.93359375,505.9
1771869837.6683726,1079.60546875,456.9
1771869839.6691203,1080.11328125,540.9
1771869841.6695883,1079.15625,538.3
1771869843.6700227,1115.203125,524.9
1771869845.670341,1077.58984375,488.9
1771869847.6709855,1077.4453125,438.9
1771869849.671416,1100.109375,514.9
1771869851.6718197,1146.47265625,510.4
1771869853.6722493,1118.65625,541.9
1771869855.6731584,1088.60546875,615.3
