timestamp,ram_mb,cpu_percent
1771875514.2628155,897.91015625,0.0
1771875516.2633758,1063.73046875,475.3
1771875518.2638955,1109.4453125,556.4
1771875520.2642868,1104.65234375,542.9
1771875522.264949,1147.40625,547.8
1771875524.2655044,1162.609375,517.8
1771875526.2660851,1165.375,524.4
1771875528.2665787,1182.51171875,558.9
1771875530.2669754,1182.51171875,526.4
1771875532.2673602,1182.51171875,521.9
1771875534.2676961,1182.51171875,545.9
1771875536.268075,1182.51171875,548.4
1771875538.268616,1182.51171875,550.4
1771875540.2691891,1182.51171875,539.8
1771875542.2697687,1182.51171875,528.4
1771875544.270105,1182.51171875,545.9
1771875546.2704763,1174.140625,525.4
1771875548.2709281,1182.015625,539.9
1771875550.271407,1182.578125,542.4
1771875552.2717621,1175.0859375,515.9
1771875554.2722194,1181.8359375,554.9
1771875556.272589,1181.8359375,547.4
1771875558.2730012,1181.8359375,535.9
1771875560.2733805,1181.8359375,524.4
1771875562.2737236,1182.3984375,537.9
1771875564.2740843,1174.46484375,524.9
1771875566.2744997,1174.46484375,544.4
1771875568.2748811,1174.46484375,531.4
1771875570.2752495,1182.33984375,530.9
1771875572.2756224,1182.33984375,550.9
1771875574.2759876,1182.33984375,536.9
1771875576.2765658,1182.33984375,575.4
1771875578.2770066,1175.8984375,504.4
1771875580.277404,1175.8984375,543.9
1771875582.27777,1190.5234375,542.9
1771875584.278419,1190.5234375,550.9
1771875586.278765,1190.5234375,560.4
1771875588.2791533,1190.5234375,534.9
1771875590.2795348,1190.5234375,544.9
1771875592.2799144,1190.5234375,541.4
1771875594.2803178,1207.3984375,531.4
1771875596.2806876,1207.3984375,541.9
1771875598.281017,1211.3359375,664.9
1771875600.2814476,1211.3359375,411.9
1771875602.2818198,1211.3359375,542.4
1771875604.2823045,1193.859375,521.4
1771875606.2829838,1212.078125,527.3
1771875608.2836971,1212.078125,524.3
1771875610.2842798,1212.078125,540.3
1771875612.284821,1212.078125,514.4
1771875614.285228,1212.078125,544.9
1771875616.285557,1212.078125,528.9
1771875618.2860112,1201.66796875,528.4
1771875620.2864006,1201.66796875,542.4
1771875622.2867577,1201.66796875,560.4
1771875624.287157,1201.66796875,544.9
1771875626.2875085,1201.66796875,558.4
1771875628.2878733,1201.66796875,519.4
1771875630.28822,1201.66796875,539.9
1771875632.288897,1201.66796875,546.8
1771875634.2893093,1193.609375,525.9
1771875636.2897246,1201.484375,553.9
1771875638.290294,1201.484375,536.4
1771875640.2906806,1201.484375,545.9
1771875642.291084,1201.484375,547.4
1771875644.2915702,1194.55859375,531.9
1771875646.291962,1210.30859375,544.9
1771875648.292358,1210.30859375,563.9
1771875650.2927349,1210.30859375,544.4
1771875652.2930748,1210.30859375,551.4
1771875654.2934208,1210.30859375,565.4
1771875656.293866,1210.30859375,546.9
1771875658.2942414,1210.30859375,547.9
1771875660.2950802,1210.30859375,556.3
1771875662.2958694,1210.30859375,557.9
1771875664.2962618,1210.30859375,544.3
1771875666.296871,1210.30859375,554.4
1771875668.2972324,1193.45703125,536.9
1771875670.2976444,1193.45703125,562.9
1771875672.3037043,1193.69921875,523.8
1771875674.3040895,1193.69921875,535.5
1771875676.3046465,1193.69921875,559.4
1771875678.3050551,1193.3671875,524.9
1771875680.305479,1193.3671875,549.9
1771875682.3061657,1193.3671875,552.8
1771875684.30689,1200.6796875,536.3
1771875686.3083615,1201.2421875,714.7
1771875688.3087378,1201.8046875,386.8
1771875690.3090851,1201.8046875,548.4
1771875692.3094385,1210.2421875,535.4
1771875694.3102987,1248.4921875,536.8
1771875696.3107312,1193.859375,527.4
1771875698.3111563,1193.859375,539.4
1771875700.3116593,1193.859375,563.9
1771875702.3122115,1193.859375,541.9
1771875704.3125534,1211.296875,535.9
1771875706.3130233,1211.296875,543.9
1771875708.3133926,1211.296875,551.9
1771875710.3139408,1211.296875,547.4
1771875712.3153477,1211.296875,536.7
1771875714.3157005,1211.296875,544.9
1771875716.3163085,1211.296875,540.4
1771875718.3169358,1211.296875,528.8
1771875720.3173091,1211.296875,556.4
1771875722.318002,1193.171875,527.9
1771875724.3183374,1193.171875,554.9
1771875726.3189723,1210.23828125,530.9
1771875728.319513,1210.23828125,549.8
1771875730.3198814,1210.23828125,567.4
1771875732.3240542,1210.23828125,548.7
1771875734.3244143,1210.23828125,555.6
1771875736.3247852,1210.23828125,568.9
1771875738.3251681,1210.23828125,535.4
1771875740.3255355,1210.80078125,524.9
1771875742.3259072,1192.390625,530.9
1771875744.326401,1192.390625,547.9
1771875746.326771,1192.390625,532.4
1771875748.3271341,1192.390625,546.9
1771875750.327888,1200.828125,540.8
1771875752.3282797,1200.828125,554.4
1771875754.3286426,1222.765625,533.4
1771875756.3289897,1207.515625,530.4
1771875758.329512,1207.515625,556.9
1771875760.3298988,1192.87890625,530.9
1771875762.3303192,1192.87890625,551.4
1771875764.3306808,1208.62890625,522.4
1771875766.33105,1208.62890625,562.9
1771875768.3313804,1208.62890625,562.9
1771875770.3317668,1208.62890625,540.9
1771875772.3322911,1208.62890625,694.8
