timestamp,ram_mb,cpu_percent
1771870895.400506,1121.625,0.0
1771870897.401387,2451.1484375,279.3
1771870899.4020543,3200.61328125,254.9
1771870901.403185,4329.109375,295.9
1771870903.4037077,1565.7421875,503.3
1771870905.40491,2507.03125,228.4
1771870907.4053662,3896.1640625,320.9
1771870909.4060862,2459.98828125,431.4
1771870911.4065404,2298.05859375,320.4
1771870913.4071097,3231.4296875,211.9
1771870915.4076817,4299.51953125,327.9
1771870917.408152,1627.0625,438.4
1771870919.4088256,2816.48828125,273.4
1771870921.409463,3981.13671875,257.9
1771870923.4099195,1248.69140625,462.4
1771870925.4103587,2404.1484375,259.4
1771870927.4108193,3606.0625,269.9
1771870929.411286,3245.55859375,393.9
1771870931.4117708,2047.9140625,319.9
1771870933.412215,3208.14453125,251.9
1771870935.4130502,4379.69140625,299.4
1771870937.413506,1646.7421875,413.4
1771870939.4146993,3089.20703125,286.4
1771870941.4151728,4009.53515625,235.9
1771870943.4156847,1697.12109375,488.9
1771870945.4161506,2441.9140625,223.4
1771870947.4166257,4119.5703125,306.4
1771870949.417122,2520.25,382.4
1771870951.417594,2303.87109375,336.4
1771870953.4180548,3244.05859375,207.5
1771870955.4185011,3788.2421875,324.9
1771870957.418905,1686.125,384.4
1771870959.4193463,3107.18359375,314.4
1771870961.4197931,4050.06640625,207.5
1771870963.420249,1544.7890625,507.4
1771870965.4207792,2478.8359375,207.4
1771870967.4212308,3907.4140625,315.9
1771870969.4219737,2563.2265625,413.4
1771870971.4224105,2339.1171875,296.4
1771870973.4228833,3279.80078125,207.5
1771870975.4234471,3697.015625,363.4
1771870977.4239202,1710.42578125,354.4
1771870979.4243615,3130.37890625,315.4
1771870981.4248276,4072.2578125,207.5
1771870983.4253209,1564.44921875,504.4
1771870985.4257584,2495.6953125,210.0
1771870987.4262025,3917.5546875,318.4
1771870989.426979,2666.1796875,423.4
1771870991.4275525,2346.44921875,291.4
1771870993.4280791,3285.734375,208.9
1771870995.4285765,3871.45703125,370.9
1771870997.4289892,1709.5390625,364.9
1771870999.429422,3130.99609375,314.4
1771871001.430017,4070.58984375,209.4
1771871003.4304538,1565.734375,502.9
1771871005.4308999,2499.69921875,208.5
1771871007.4313347,3937.921875,314.4
1771871009.431979,2408.95703125,426.9
1771871011.432425,2361.921875,283.9
1771871013.4353101,3297.30859375,217.3
1771871015.4357653,3609.234375,372.7
1771871017.4366994,1804.203125,345.9
1771871019.4371588,3165.37109375,295.9
1771871021.4379845,4292.83984375,236.4
1771871023.4384308,1604.7734375,475.4
1771871025.4388804,2722.00390625,242.4
1771871027.4393303,3986.921875,282.4
1771871029.4821193,1241.86328125,436.9
1771871031.4825764,2406.4296875,266.8
1771871033.48304,3588.640625,260.9
1771871035.4834788,3113.8125,370.9
1771871037.4839675,2009.734375,340.9
1771871039.4844155,3203.34765625,265.4
1771871041.4848425,4378.7578125,265.9
1771871043.4853113,1641.421875,446.9
1771871045.4857285,2799.28125,261.9
1771871047.4861867,4004.21484375,262.4
1771871049.4866176,1280.00390625,451.9
1771871051.4870613,2436.984375,255.9
1771871053.4875853,3639.34765625,268.4
1771871055.4883277,3040.92578125,399.4
1771871057.489114,2322.8046875,326.4
1771871059.4895296,3241.79296875,235.4
1771871061.4902658,4190.25390625,306.4
1771871063.4907146,1677.26171875,406.9
1771871065.4912367,3270.12890625,299.9
1771871067.4916904,4042.578125,222.9
1771871069.4921877,1784.4453125,503.9
1771871071.4926667,2467.37109375,216.4
1771871073.493185,4142.41015625,309.9
1771871075.4940007,2542.40234375,380.4
1771871077.4944623,2526.62890625,335.4
1771871079.4949956,3257.875,208.9
1771871081.4954493,4093.3671875,320.4
1771871083.495919,1694.8828125,392.4
1771871085.4968593,3354.31640625,315.9
1771871087.497312,4052.53125,210.9
1771871089.497861,1787.74609375,506.9
1771871091.4983232,2465.69140625,219.9
1771871093.4987993,4143.44921875,304.9
1771871095.4994786,2542.96875,380.4
1771871097.4999611,2366.640625,330.9
1771871099.5004053,3265.3125,210.0
1771871101.5010545,3972.39453125,321.4
1771871103.5015097,1713.859375,394.9
1771871105.5023823,3355.75,315.9
1771871107.5028465,4060.40625,209.9
1771871109.5039577,1787.13671875,503.3
1771871111.5044086,2473.6796875,212.9
1771871113.505286,4146.07421875,315.9
1771871115.506897,2545.9296875,375.2
1771871117.5079808,2567.40625,337.8
1771871119.5085094,3260.59375,212.4
1771871121.5090067,3996.1328125,318.4
1771871123.509453,1697.703125,392.4
1771871125.5099354,3122.359375,310.4
1771871127.510394,4065.29296875,204.9
1771871129.5108647,1567.765625,489.9
1771871131.5113044,2500.23828125,206.0
1771871133.5119195,3937.11328125,303.4
1771871135.512594,2628.75390625,420.4
1771871137.5131083,2337.66015625,305.4
1771871139.513524,3277.30859375,207.0
1771871141.5140376,3890.7109375,331.9
1771871143.5144286,1703.56640625,383.4
1771871145.5149024,3123.859375,315.4
1771871147.5153394,4060.0859375,209.0
1771871149.5159702,1790.23828125,508.4
1771871151.516556,2467.7734375,212.9
1771871153.517224,4105.71875,303.4
1771871155.517655,2743.296875,373.9
1771871157.518143,2222.51953125,319.4
1771871159.5185273,3234.4453125,248.9
1771871161.5190175,4398.640625,289.9
1771871163.5194411,1651.73046875,437.9
1771871165.5198722,2804.69921875,263.9
1771871167.520295,4001.40625,263.4
1771871169.5206835,1262.47265625,450.4
1771871171.521111,2422.68359375,264.9
1771871173.521534,3604.76953125,259.9
1771871175.5221279,3147.3125,377.4
1771871177.523274,2020.0078125,347.8
1771871179.5237484,3197.14453125,272.4
1771871181.5241518,4313.015625,250.4
1771871183.5245845,1594.7265625,499.4
1771871185.5273342,2524.23046875,213.3
1771871187.5278206,3951.63671875,315.3
1771871189.528429,2370.62890625,433.4
1771871191.528879,2372.19921875,288.4
1771871193.529325,3331.42578125,209.5
1771871195.5302057,3780.05859375,374.4
1771871197.5306463,1741.2890625,341.4
1771871199.531094,3160.87890625,317.9
1771871201.53152,4100.51171875,208.5
1771871203.532278,1595.39453125,506.3
1771871205.5327098,2519.84765625,213.4
1771871207.5331485,3940.61328125,325.9
1771871209.5340097,2512.6484375,413.3
1771871211.5344677,2334.8125,331.9
1771871213.5351832,3269.42578125,211.4
1771871215.5356538,4544.13671875,327.9
1771871217.5360959,1669.90625,421.4
1771871219.5364826,2860.81640625,271.9
1771871221.5369022,4030.05078125,255.4
1771871223.5372977,1291.640625,465.9
1771871225.5377228,2447.98046875,256.4
1771871227.5381382,3657.078125,272.4
1771871229.5389352,3168.62890625,396.4
1771871231.5393631,2057.4609375,325.4
1771871233.5397897,3233.3359375,255.9
1771871235.540261,4460.71484375,290.4
1771871237.540686,1669.9765625,425.4
1771871239.541116,2860.8203125,271.9
1771871241.5414999,4028.31640625,255.9
1771871243.5419238,1291.8828125,465.9
1771871245.5423465,2451.203125,252.4
1771871247.5427659,3731.67578125,272.4
1771871249.5432143,2938.8125,394.9
1771871251.5437217,2479.62890625,329.9
1771871253.544151,3262.6953125,221.4
1771871255.5445912,4154.97265625,314.9
1771871257.5450118,1710.109375,384.4
1771871259.5454397,3132.70703125,312.9
1771871261.5458803,4073.59765625,208.5
1771871263.5463161,1560.75,512.9
1771871265.5467455,2491.81640625,211.0
1771871267.5471723,3915.86328125,319.9
1771871269.5478566,2552.56640625,390.4
1771871271.5482967,2337.72265625,329.4
1771871273.5487123,3277.953125,208.0
1771871275.549332,3970.66796875,330.4
1771871277.5497484,1706.2734375,391.4
1771871279.5501785,3124.26953125,318.4
1771871281.5506108,4066.16015625,209.0
1771871283.5510628,1627.0625,512.9
1771871285.5514803,2485.62109375,211.0
1771871287.551941,4115.734375,320.4
1771871289.552403,2553.44921875,380.4
1771871291.5528662,2452.6484375,338.4
1771871293.5533016,3273.12109375,209.5
1771871295.5537448,4012.6875,323.4
1771871297.5541534,1706.1796875,391.4
1771871299.5546,3138.0390625,318.4
1771871301.5550444,4064.43359375,209.0
1771871303.5555263,1560.20703125,507.9
1771871305.5559728,2492.93359375,207.0
1771871307.5564039,3924.48828125,313.9
1771871309.5570035,2517.87109375,393.9
1771871311.5574229,2256.4375,287.9
1771871313.5578446,1336.77734375,455.4
1771871315.5582836,1384.72265625,727.3
1771871317.558652,1292.84375,712.9
1771871319.559002,1325.9609375,601.4
1771871321.5594423,2390.40625,252.9
1771871323.5598538,3333.30859375,206.0
1771871325.560483,3784.79296875,355.4
1771871327.5609562,1764.10546875,358.9
1771871329.561313,3175.85546875,313.4
1771871331.5617347,4125.765625,207.5
1771871333.5621552,1623.1640625,498.9
1771871335.5625222,2555.49609375,206.5
1771871337.562959,3983.62890625,315.4
1771871339.5635958,2378.45703125,428.9
1771871341.5640275,2408.953125,285.4
1771871343.566366,3338.87890625,210.8
